Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
2010.0,1,77.5,99.0,0.0,12.69,0.0,148.5,0.0,63.6,0.0,148.5,7.43,148.5,0.1,7483.16,12753375.12,1.9,2.0,0.63,11.99
2009.0,1,77.1,12.0,0.0,13.23,0.0,148.5,5.0,63.1,0.0,148.5,7.85,148.5,0.1,7483.16,12753375.12,1.9,2.0,0.63,11.99
2008.0,1,77.0,16.0,0.0,13.25,0.0,148.5,2.0,62.6,0.0,148.5,6.82,148.5,0.1,7483.16,12753375.12,1.9,2.0,0.63,11.99
2007.0,1,76.8,17.0,0.0,13.43,0.0,148.5,2.0,62.2,0.0,148.5,6.52,148.5,0.1,7483.16,12753375.12,2.0,2.1,0.63,11.99
2006.0,1,76.5,19.0,0.0,13.03,0.0,147.0,7.0,61.8,0.0,147.0,6.69,147.0,0.1,7483.16,12753375.12,2.0,2.1,0.63,11.99
2005.0,1,75.9,114.0,0.0,13.19,0.0,148.5,0.0,61.3,0.0,144.0,6.93,145.5,0.1,7483.16,12753375.12,2.1,2.1,0.63,11.99
2004.0,1,75.8,116.0,0.0,13.24,0.0,147.0,17.0,6.8,0.0,144.0,6.9,147.0,0.1,7483.16,12753375.12,2.1,2.2,0.63,11.99
2003.0,1,75.2,122.0,0.0,13.01,0.0,138.0,30.0,6.4,0.0,145.5,7.13,145.5,0.1,7483.16,12753375.12,2.2,2.2,0.63,11.99
2002.0,1,75.3,12.0,0.0,13.47,0.0,143.10639393434425,4.0,59.9,0.0,145.5,6.8,147.0,0.1,7483.16,12753375.12,2.2,2.3,0.63,11.99
2001.0,1,75.1,123.0,0.0,13.36,0.0,145.935,6.0,59.4,0.0,145.5,6.42,147.0,0.1,7483.16,12753375.12,2.2,2.3,0.63,11.99
2000.0,1,74.7,126.0,0.0,13.22,0.0,145.935,9.0,59.0,0.0,147.0,6.31,147.0,0.1,7483.16,12753375.12,2.3,2.3,0.63,11.99
2015.0,0,76.0,139.0,6.0,3.0,0.0,144.0,0.0,32.9,7.0,148.5,5.94,144.0,0.1,7483.16,12753375.12,4.9,4.9,0.63,11.99
2014.0,0,73.0,142.0,6.0,2.497761799034487,0.0,139.5,3.0,32.4,8.0,148.5,5.94,139.5,0.1,7483.16,12753375.12,4.9,4.9,0.63,11.99
2013.0,0,71.0,146.0,6.0,3.35,0.0,139.5,0.0,31.8,8.0,148.5,5.94,139.5,0.1,7483.16,12753375.12,5.0,5.0,0.63,11.99
2012.0,0,69.8,149.0,7.0,3.61,0.0,144.0,0.0,31.3,9.0,148.5,5.94,144.0,0.1,7483.16,12753375.12,5.1,5.1,0.63,11.99
2011.0,0,69.4,153.0,8.0,3.39,0.0,141.0,0.0,3.8,10.0,148.5,5.94,141.0,0.1,7483.16,12753375.12,5.1,5.2,0.63,11.99
2010.0,0,69.0,157.0,8.0,3.12,0.0,139.5,0.0,3.3,10.0,148.5,5.94,139.5,0.1,7483.16,12753375.12,5.2,5.2,0.63,11.99
2009.0,0,68.7,161.0,9.0,3.35,0.0,139.5,0.0,29.7,11.0,147.0,5.94,139.5,0.1,7483.16,12753375.12,5.3,5.3,0.63,11.99
2008.0,0,68.6,164.0,9.0,3.16,0.0,138.0,8.0,29.2,12.0,147.0,5.94,138.0,0.1,7483.16,12753375.12,5.4,5.4,0.63,11.99
2007.0,0,68.5,166.0,9.0,3.13,0.0,138.0,241.0737579695683,28.7,12.0,148.5,5.94,138.0,0.1,7483.16,12753375.12,5.5,5.5,0.63,11.99
2006.0,0,68.5,165.0,10.0,3.28,0.0,144.0,0.0,28.2,12.0,147.0,5.94,133.5,0.1,7483.16,12753375.12,5.6,5.6,0.63,11.99
2005.0,0,68.5,165.0,10.0,3.21,0.0,138.0,0.0,27.7,13.0,145.5,5.94,118.5,0.1,7483.16,12753375.12,5.7,5.7,0.63,11.99
2004.0,0,68.4,165.0,11.0,3.13,0.0,147.0,0.0,27.2,14.0,148.5,5.94,108.0,0.1,7483.16,12753375.12,5.7,5.7,0.63,11.99
2003.0,0,68.1,165.0,12.0,3.13,0.0,131.0658413623123,0.0,26.7,15.0,148.5,5.94,102.0,0.1,7483.16,12753375.12,5.8,5.8,0.63,11.99
2002.0,0,67.6,167.0,14.0,3.08,0.0,133.27499999999998,0.0,26.2,18.0,148.5,5.94,96.0,0.1,7483.16,12753375.12,5.9,5.9,0.63,11.99
2001.0,0,66.6,177.0,16.0,2.53,0.0,133.27499999999998,0.0,25.7,21.0,147.0,5.94,93.0,0.1,7483.16,12753375.12,5.9,6.0,0.63,11.99
2000.0,0,65.4,192.0,18.0,3.52,0.0,133.27499999999998,0.0,25.2,25.0,145.6115433972257,5.94,84.0,0.1,7483.16,12753375.12,6.0,6.0,0.63,11.99
2015.0,0,59.8,258.0,236.0,1.42,0.0,121.5,5020.0,21.6,308.0,117.0,3.56,121.5,1.1,7483.16,12753375.12,9.5,9.3,0.63,11.99
2014.0,0,59.3,266.0,237.0,0.01,0.0,12.0,33711.0,21.1,312.0,118.5,4.33,12.0,1.1,7483.16,12753375.12,9.7,9.5,0.63,11.99
2013.0,0,58.8,272.0,238.0,0.01,0.0,111.0,88381.0,2.6,314.0,111.0,3.89,111.0,1.2,7483.16,12753375.12,9.9,9.6,0.63,11.99
2012.0,0,58.3,277.0,239.0,0.01,0.0,112.5,72029.0,2.1,317.0,114.0,3.77,112.5,1.5,7483.16,12753375.12,1.0,9.8,0.63,11.99
2011.0,0,57.9,278.0,239.0,1.82,0.0,111.0,133802.0,19.6,319.0,115.5,3.53,111.0,1.6,7483.16,12753375.12,1.2,1.0,0.63,11.99
2010.0,0,57.4,283.0,239.0,1.81,0.0,9.0,5407.0,19.1,321.0,114.0,4.4,9.0,1.6,7483.16,12753375.12,1.4,1.2,0.63,11.99
2009.0,0,56.7,292.0,238.0,2.13,0.0,108.0,57.0,18.6,323.0,117.0,5.61,108.0,1.7,7483.16,12753375.12,1.6,1.4,0.63,11.99
2008.0,0,56.3,295.0,237.0,2.09,0.0,97.5,12461.0,18.2,324.0,96.0,4.46,97.5,1.8,7483.16,12753375.12,1.8,1.7,0.63,11.99
2007.0,0,55.7,299.0,236.0,1.52,0.0,10.5,55577.0,17.8,326.0,108.0,3.61,10.5,1.9,7483.16,12753375.12,11.1,1.9,0.63,11.99
2006.0,0,55.0,36.0,235.0,1.53,0.0,76.995,80123.0,17.3,327.0,93.0,3.39,93.0,2.0,7483.16,12753375.12,11.3,11.1,0.63,11.99
2005.0,0,54.3,314.0,233.0,1.43,0.0,76.995,182485.0,16.9,329.0,9.0,3.14,9.0,2.0,7483.16,12753375.12,11.5,11.3,0.63,11.99
2004.0,0,53.5,323.0,232.0,1.44,0.0,76.995,44934.0,16.5,330.0,78.0,3.34,81.0,2.1,7483.16,12753375.12,11.7,11.5,0.63,11.99
2003.0,0,52.8,332.0,231.0,1.83,0.0,76.995,21956.0,16.1,331.0,70.5,3.2,61.5,2.2,7483.16,12753375.12,11.9,11.7,0.63,11.99
2002.0,0,52.1,341.0,229.0,1.85,0.0,76.995,30466.0,15.7,331.0,6.0,2.59,57.0,2.4,7483.16,12753375.12,12.1,11.9,0.63,11.99
2001.0,0,51.8,34.0,227.0,1.9,0.0,76.995,8072.0,15.3,332.0,4.5,2.67,4.5,2.4,7483.16,12753375.12,12.2,12.1,0.63,11.99
2000.0,0,51.3,346.0,226.0,1.98,0.0,76.995,8282.0,14.9,332.0,63.0,1.45,6.0,2.5,7483.16,12753375.12,12.4,12.3,0.63,11.99
2015.0,1,86.0,71.0,0.0,10.71,0.0,121.41,9.0,58.8,0.0,139.5,7.82,139.5,0.1,5314.64,5683483.0,1.1,0.9,0.92,19.2
2014.0,1,84.0,73.0,0.0,9.64,10468.76,121.41,27.0,58.4,0.0,141.0,1.8,141.0,0.1,62425.54,5643475.0,1.1,0.9,0.93,19.2
2013.0,1,81.0,75.0,0.0,9.5,10261.76,121.41,17.0,58.1,0.0,141.0,11.25,141.0,0.1,61191.19,5614932.0,1.1,0.9,0.92,18.7
2012.0,1,80.0,76.0,0.0,9.26,928.42,121.41,2.0,57.7,0.0,141.0,1.98,141.0,0.1,5857.52,5591572.0,1.1,0.9,0.92,18.4
2011.0,1,79.7,79.0,0.0,10.47,10251.11,121.41,16.128327745690697,57.4,0.0,136.5,1.87,136.5,0.1,61753.67,557572.0,1.1,0.9,0.91,16.9
2010.0,1,79.2,84.0,0.0,10.28,954.49,121.41,5.0,57.0,0.0,132.01626933505983,11.8,132.01626933505983,0.1,5841.41,5547683.0,1.1,0.9,0.91,16.8
2009.0,1,78.9,86.0,0.0,10.08,9765.62,121.41,6.0,56.6,0.0,133.5,11.47,133.5,0.1,58163.29,552395.0,1.1,0.9,0.91,16.8
2008.0,1,78.8,88.0,0.0,10.7,10761.18,121.41,14.0,56.3,0.0,132.0,1.18,132.0,0.1,64322.67,5493621.0,1.1,0.9,0.91,16.8
2007.0,1,78.4,93.0,0.0,10.99,9703.07,121.41,2.0,55.9,0.0,130.5,9.99,130.5,0.1,58487.45,5461438.0,1.2,0.9,0.9,16.7
2006.0,1,78.1,93.0,0.0,11.02,850.95,121.41,27.0,55.4,0.0,139.5,9.92,139.5,0.1,5226.99,5437272.0,1.2,0.9,0.9,16.9
2005.0,1,78.1,92.0,0.0,11.28,7627.41,121.41,2.0,55.0,0.0,139.5,9.77,139.5,0.1,48799.82,5419432.0,1.2,1.0,0.9,16.6
2004.0,1,77.7,98.0,0.0,11.27,6948.84,121.41,0.0,54.4,0.0,142.5,9.67,142.5,0.1,46511.65,544523.0,1.2,1.0,0.89,16.5
2003.0,1,77.3,11.0,0.0,11.54,650.98,121.41,0.0,53.9,0.0,144.0,9.51,144.0,0.1,4458.78,539574.0,1.2,1.0,0.88,16.3
2002.0,1,77.0,14.0,0.0,11.34,4801.55,121.41,32.0,53.3,0.0,147.0,9.33,147.0,0.1,33228.69,5375931.0,1.2,1.0,0.88,16.6
2001.0,1,77.0,12.0,0.0,11.56,530.48,121.41,11.0,52.8,0.0,145.5,9.1,145.5,0.1,3751.65,5358783.0,1.3,1.0,0.86,16.2
2000.0,1,76.9,12.0,0.0,11.69,508.75,121.41,14.0,52.2,0.0,145.5,8.7,145.5,0.1,3743.56,5339616.0,1.3,1.0,0.86,16.5
2015.0,0,63.5,241.0,1.0,0.76,0.0,126.0,47.0,35.0,1.0,126.0,7.07,126.0,2.1,1862.17,927414.0,5.6,5.4,0.47,6.3
2014.0,0,63.0,252.0,1.0,0.38,24.73,117.0,0.0,34.4,1.0,117.0,7.473916946951869,117.0,2.1,174.92,912164.0,5.6,5.4,0.47,6.3
2013.0,0,62.7,256.0,1.0,0.53,229.44,123.0,28.0,33.8,2.0,123.0,9.14,123.0,2.1,1622.64,896688.0,5.6,5.4,0.46,6.3
2012.0,0,62.2,263.0,1.0,0.52,217.21,121.5,111.82578003483073,33.2,2.0,121.5,8.95,121.5,1.9,1536.16,881185.0,5.6,5.5,0.46,6.3
2011.0,0,61.8,268.0,1.0,0.39,20.36,130.5,49.0,32.7,2.0,130.5,8.71,130.5,2.7,143.99,865937.0,5.6,5.5,0.45,5.9
2010.0,0,61.3,273.0,1.0,0.44,187.5,132.0,7.0,32.2,2.0,132.0,8.84,132.0,3.1,1326.0,851146.0,5.6,5.6,0.44,5.5
2009.0,0,69.0,279.0,1.0,0.49,177.27,133.5,48.0,31.7,2.0,133.5,8.37,133.5,3.2,1253.66,83684.0,5.7,5.6,0.44,5.3
2008.0,0,62.0,289.0,1.0,0.49,171.77,132.0,143.0,31.3,2.0,133.5,8.5,133.5,3.3,1214.77,822934.0,5.7,5.6,0.43,5.0
2007.0,0,59.8,296.0,1.0,0.45,20.87,114.99446962949176,24.0,3.9,2.0,132.0,7.72,132.0,3.5,147.59,8942.0,5.8,5.7,0.42,4.5
2006.0,0,59.1,281.7465424105858,2.0,1.02,121.48,117.0,49.0,3.6,2.0,108.0,7.5,108.0,3.7,965.67,79628.0,5.8,5.7,0.4,4.3
2005.0,0,58.6,318.0,2.0,1.23,12.7,117.0,298.0,3.2,2.0,106.5,7.21,106.5,3.9,94.73,783254.0,5.9,5.8,0.4,4.0
2004.0,0,58.1,326.0,2.0,1.18,106.04,117.0,71.0,29.8,2.0,96.0,6.76,96.0,4.0,864.18,77752.0,6.0,5.9,0.39,3.7
2003.0,0,58.0,325.0,2.0,1.02,94.13,117.0,37.0,29.4,2.0,102.0,6.22,102.0,4.2,819.97,758615.0,6.1,5.9,0.38,3.5
2002.0,0,57.9,322.0,2.0,1.03,13.47,117.0,50.0,29.0,2.0,93.0,5.45,93.0,4.3,792.15,746221.0,6.2,6.0,0.37,3.3
2001.0,0,57.7,323.0,2.0,0.95,92.5,117.0,79.0,28.6,2.0,73.5,5.37,79.5,4.3,781.23,732711.0,6.3,6.1,0.36,2.9
2000.0,0,57.4,325.0,2.0,1.34,91.95,117.0,183.0,28.2,2.0,69.0,5.75,69.0,4.1,768.18,717584.0,6.4,6.1,0.36,2.9
2013.0,0,69.22,164.8,0.0,0.01,11.42,144.0,0.0,58.4,0.0,144.0,5.58,144.0,0.1,722.76,12753375.12,2.7,2.6,0.72,12.7
2015.0,0,73.9,152.0,6.0,6.03,0.0,121.5,0.0,58.9,7.0,130.5,4.68,127.5,0.3,6468.47,1528394.0,3.3,3.2,0.72,13.2
2014.0,0,73.6,154.0,6.0,5.92,1088.24,133.5,0.0,57.9,7.0,111.96444780635403,4.38,136.5,0.3,6268.69,145844.0,3.3,3.2,0.71,13.2
2013.0,0,73.4,157.0,6.0,5.93,97.52,12.0,0.0,56.8,7.0,123.0,4.12,124.5,0.3,627.56,1281296.0,3.3,3.2,0.71,13.2
2012.0,0,72.1,174.0,6.0,5.93,857.13,111.0,0.0,55.8,7.0,127.5,4.26,127.5,0.4,5968.88,115495.0,3.3,3.2,0.71,13.1
2011.0,0,73.1,16.0,6.0,5.91,843.79,12.0,2.0,54.7,7.0,126.0,4.22,126.0,0.7,5759.64,12795.0,3.3,3.2,0.7,13.0
2010.0,0,72.7,166.0,6.0,6.02,664.56,124.5,0.0,53.6,8.0,127.5,4.6,132.0,0.9,5451.67,9897985.0,3.3,3.3,0.7,12.9
2009.0,0,73.6,157.0,6.0,6.05,587.88,12.0,0.0,52.6,8.0,127.5,4.41,123.0,1.2,4952.68,9767758.0,3.4,3.3,0.7,12.9
2008.0,0,73.3,161.0,6.0,6.12,49.09,121.5,0.0,51.5,8.0,129.0,4.2,123.0,1.4,511.38,963652.0,3.4,3.3,0.69,12.8
2007.0,0,72.9,164.0,6.0,6.05,74.82,121.5,0.0,48.92286675548128,8.0,129.0,4.34,127.5,1.6,4647.31,954353.0,3.4,3.4,0.68,12.7
2006.0,0,72.3,178.0,7.0,6.2,352.96,126.0,0.0,49.3,8.0,132.0,4.34,133.5,1.8,3836.47,9371338.0,3.5,3.4,0.68,12.6
2005.0,0,69.7,28.0,7.0,5.71,289.74,130.5,0.0,48.2,8.0,129.0,4.26,130.5,2.0,3681.6,9237566.0,3.5,3.4,0.67,12.6
2004.0,0,69.3,214.0,7.0,5.16,182.62,123.0,0.0,47.2,8.0,99.0,4.28,118.5,2.1,2421.97,912998.0,3.6,3.5,0.67,12.5
2003.0,0,73.0,22.0,7.0,6.32,293.02,118.5,0.0,46.1,8.0,97.5,5.53,118.5,2.3,2372.63,896776.0,3.6,3.5,0.66,12.4
2002.0,0,71.4,189.0,7.0,6.43,4.67,94.5,0.0,45.1,8.0,111.0,5.79,123.0,2.4,38.47,8832285.0,3.7,3.6,0.66,12.3
2001.0,0,71.2,188.0,7.0,6.13,340.02,99.0,113.0,44.1,9.0,106.5,5.59,108.0,2.5,2862.15,8697126.0,3.8,3.6,0.66,12.3
2000.0,0,72.0,176.0,7.0,6.58,44.79,102.0,25.666358073475294,43.1,9.0,106.5,5.9,117.0,2.5,282.42,8562622.0,3.8,3.7,0.65,12.2
2015.0,0,76.2,118.0,6.0,3.81,0.0,117.0,0.0,54.2,7.0,126.0,5.88,117.0,0.1,625.62,16144368.0,1.2,1.1,0.74,14.0
2014.0,0,76.0,121.0,6.0,3.82,79.12,124.5,0.0,53.5,7.0,126.0,9.16,124.5,0.1,6432.22,1593112.0,1.2,1.1,0.74,14.0
2013.0,0,76.0,121.0,6.0,3.77,59.13,130.5,0.0,52.8,8.0,130.5,7.29,130.5,0.1,674.98,15661547.0,1.3,1.1,0.72,13.4
2012.0,0,75.5,127.0,7.0,3.92,41.88,132.0,72.0,52.1,8.0,127.5,6.48,130.5,0.1,572.14,15419666.0,1.3,1.2,0.72,13.3
2011.0,0,75.3,131.0,7.0,3.99,344.74,132.0,29.050503235082715,51.4,8.0,127.5,5.92,132.0,0.1,5223.35,15177355.0,1.3,1.2,0.71,13.2
2010.0,0,75.0,134.0,7.0,3.95,367.93,119.86277857656367,0.0,5.7,8.0,132.0,5.9,136.5,0.1,4657.32,1493469.0,1.3,1.2,0.7,13.1
2009.0,0,75.1,137.0,7.0,3.87,282.14,136.5,0.0,5.0,8.0,136.5,5.58,141.0,0.1,4255.57,14691275.0,1.3,1.2,0.7,13.1
2008.0,0,74.6,139.0,7.0,3.76,197.93,139.5,1.0,49.3,9.0,141.0,5.66,144.0,0.1,4274.95,14447562.0,1.3,1.2,0.7,13.0
2007.0,0,74.7,132.47753414809472,7.0,3.63,19.6,141.0,0.0,48.6,9.0,142.5,5.94,144.0,0.2,359.72,1425453.0,1.4,1.3,0.7,12.9
2006.0,0,74.4,144.0,8.0,3.52,19.14,144.0,0.0,47.9,9.0,138.0,5.86,144.0,0.3,335.79,1396748.0,1.4,1.3,0.69,12.8
2005.0,0,74.2,151.0,8.0,3.54,18.09,138.0,0.0,47.2,9.0,133.5,5.87,138.0,0.3,321.94,13735233.0,1.4,1.3,0.69,12.8
2004.0,0,74.4,148.0,8.0,3.65,16.38,132.0,0.0,46.5,9.0,13.5,6.22,132.0,0.3,278.56,1359647.0,1.5,1.3,0.68,12.7
2003.0,0,74.4,151.0,8.0,3.69,18.26,123.0,0.0,45.8,10.0,145.5,6.46,130.5,0.3,244.47,1328961.0,1.5,1.4,0.68,12.6
2002.0,0,73.6,157.0,8.0,3.88,187.38,112.5,0.0,45.1,10.0,132.0,4.62,132.0,0.3,2183.97,13726.0,1.5,1.4,0.68,12.5
2001.0,0,73.4,158.0,9.0,4.13,14.59,103.5,2.0,44.3,10.0,13.5,3.86,133.5,0.3,193.74,12852755.0,1.6,1.5,0.67,12.4
2000.0,0,72.8,163.0,9.0,3.99,84.18,54.0,0.0,43.6,11.0,124.5,3.38,130.5,0.3,1451.3,12628596.0,1.6,1.5,0.67,12.4
2015.0,0,79.0,159.0,51.0,0.19,0.0,139.5,5432.0,61.1,60.0,139.5,5.35,139.5,0.1,7483.16,12753375.12,2.8,2.8,0.69,13.1
2014.0,0,78.0,161.0,53.0,0.21,0.0,141.0,1314.0,6.2,62.0,141.0,5.64,141.0,0.1,7483.16,12753375.12,2.8,2.8,0.69,13.1
2013.0,0,79.0,159.0,54.0,0.21,0.0,145.5,405.0,59.4,63.0,145.5,5.46,145.5,0.1,7483.16,12753375.12,2.9,2.8,0.68,12.8
2012.0,0,72.0,165.0,54.0,0.23,0.0,139.5,245.0,58.6,64.0,139.5,5.29,139.5,0.1,7483.16,12753375.12,2.9,2.8,0.67,12.4
2011.0,0,74.0,168.0,55.0,0.22,0.0,144.0,26.0,57.8,64.0,144.0,5.4,144.0,0.1,7483.16,12753375.12,2.9,2.9,0.67,12.4
2010.0,0,70.0,173.0,54.0,0.22,0.0,145.5,16.0,57.0,64.0,145.5,4.8,145.5,0.1,7483.16,12753375.12,3.0,2.9,0.66,12.2
2009.0,0,69.9,174.0,54.0,0.21,0.0,145.5,608.0,56.2,64.0,145.5,5.1,145.5,0.1,7483.16,12753375.12,3.0,3.0,0.66,12.0
2008.0,0,69.8,172.0,54.0,0.24,0.0,145.5,668.0,55.5,65.0,145.5,4.82,145.5,0.1,7483.16,12753375.12,3.1,3.0,0.65,11.9
2007.0,0,69.7,171.0,55.0,0.21,0.0,147.0,1684.0,54.8,65.0,147.0,4.95,147.0,0.1,7483.16,12753375.12,3.1,3.1,0.64,11.7
2006.0,0,69.5,175.0,55.0,0.18,0.0,147.0,953.0,54.2,66.0,147.0,5.24,147.0,0.1,7483.16,12753375.12,3.2,3.1,0.64,11.5
2005.0,0,69.4,174.0,56.0,0.16,0.0,147.0,77.0,53.5,68.0,147.0,5.6,147.0,0.1,7483.16,12753375.12,3.2,3.2,0.63,11.4
2004.0,0,69.0,176.0,57.0,0.16,0.0,145.5,80.0,52.9,70.0,145.5,5.21,145.5,0.1,7483.16,12753375.12,3.3,3.2,0.62,11.2
2003.0,0,68.6,178.0,59.0,0.15,0.0,147.0,164.0,52.3,72.0,147.0,5.41,147.0,0.1,7483.16,12753375.12,3.3,3.3,0.62,11.3
2002.0,0,68.7,177.0,61.0,0.15,0.0,145.5,653.0,51.8,75.0,145.5,5.97,145.5,0.1,7483.16,12753375.12,3.4,3.4,0.62,11.2
2001.0,0,68.6,177.0,63.0,0.14,0.0,148.5,2150.0,51.2,78.0,148.5,5.75,148.5,0.1,7483.16,12753375.12,3.5,3.4,0.61,11.1
2000.0,0,68.8,171.0,65.0,0.14,0.0,147.0,2633.0,5.7,82.0,147.0,5.55,147.0,0.1,7483.16,12753375.12,3.6,3.5,0.61,11.0
2015.0,0,73.5,178.0,2.0,2.69,0.0,136.5,0.0,56.1,2.0,138.0,7.1,136.5,0.2,4127.12,6312478.0,1.6,1.5,0.68,13.2
2014.0,0,73.3,181.0,2.0,2.52,665.73,139.5,0.0,55.4,2.0,139.5,6.77,141.0,0.2,3988.77,6281189.0,1.6,1.6,0.68,13.2
2013.0,0,73.0,184.0,2.0,2.42,653.69,138.0,0.0,54.7,2.0,138.0,6.95,138.0,0.2,3895.66,625777.0,1.6,1.6,0.68,13.2
2012.0,0,73.0,181.0,2.0,2.48,591.78,138.0,0.0,54.1,2.0,139.5,6.7,138.0,0.3,3827.79,6221246.0,1.6,1.6,0.67,13.2
2011.0,0,72.0,197.0,2.0,2.37,549.28,133.5,0.0,53.4,2.0,13.5,6.81,133.5,0.3,3736.59,619256.0,1.7,1.6,0.67,13.0
2010.0,0,72.0,191.0,2.0,2.36,469.39,133.5,0.0,52.8,2.0,133.5,6.91,133.5,0.3,3474.39,6164626.0,1.7,1.6,0.66,12.9
2009.0,0,71.4,23.0,2.0,2.55,416.43,136.5,0.0,52.1,2.0,136.5,6.83,136.5,0.3,3366.48,6137276.0,1.7,1.6,0.66,12.8
2008.0,0,71.7,194.0,2.0,2.68,53.96,147.0,0.0,51.4,3.0,147.0,6.21,147.0,0.3,357.35,61131.0,1.8,1.7,0.66,13.4
2007.0,0,71.2,23.0,2.0,2.83,52.3,148.5,0.0,5.8,3.0,148.5,6.32,148.5,0.3,334.84,683475.0,1.8,1.7,0.66,12.9
2006.0,0,75.0,211.0,3.0,2.77,57.75,144.0,0.0,5.1,3.0,144.0,6.68,144.0,0.2,362.95,656478.0,1.8,1.7,0.65,12.9
2005.0,0,71.0,213.0,3.0,2.77,440.6,133.5,0.0,49.4,3.0,133.5,7.19,133.5,0.2,2835.28,628961.0,1.9,1.8,0.64,12.7
2004.0,0,70.0,215.0,3.0,2.9,398.61,119.21628148127104,0.0,48.6,3.0,13.5,7.3,123.68515177772406,0.3,2632.8,6775.0,1.9,1.8,0.64,12.4
2003.0,0,69.9,29.0,3.0,3.1,400.13,141.0,0.0,47.8,4.0,139.5,7.61,141.0,0.3,2519.74,5971535.0,2.0,1.9,0.63,12.0
2002.0,0,73.0,24.0,3.0,2.97,29.69,121.5,0.0,47.0,4.0,121.5,7.9,121.5,0.4,248.41,59433.0,2.0,1.9,0.62,11.8
2001.0,0,68.9,219.0,4.0,2.88,332.11,112.5,0.49259222432136873,46.2,4.0,141.0,8.2,138.0,0.4,2338.77,595962.0,2.1,2.0,0.62,11.6
2000.0,0,69.0,218.0,4.0,2.79,353.67,148.5,0.0,45.3,5.0,147.0,8.17,148.5,0.4,2238.41,5867626.0,2.1,2.0,0.61,11.3
2015.0,0,58.2,32.0,3.0,7.34,0.0,24.0,1250.0,24.5,4.0,25.5,2.93,24.0,4.2,1347.31,1175389.0,8.4,8.3,0.58,9.2
2014.0,0,57.9,32.0,3.0,8.362114093959734,13.4,3.0,13.0,24.0,4.0,36.0,3.8,3.0,4.4,192.6,1129424.0,8.5,8.4,0.58,9.2
2013.0,0,57.4,327.0,3.0,10.72,156.39,13.5,321.0,23.5,4.0,4.5,3.73,4.5,5.7,2246.99,183746.0,8.6,8.6,0.59,9.2
2012.0,0,56.7,337.0,3.0,11.89,1500.41,13.5,1190.0,23.0,4.0,4.5,4.0,36.0,8.2,21557.65,138593.0,8.7,8.7,0.58,9.2
2011.0,0,56.2,344.0,3.0,10.99,1493.05,13.5,0.0,22.6,4.0,58.5,3.29,61.5,7.7,21451.89,99429.0,8.9,8.8,0.58,9.2
2010.0,0,56.1,339.0,3.0,9.93,1192.7,13.5,0.0,22.1,4.0,88.5,3.84,66.0,7.2,17136.45,95114.0,9.0,9.0,0.59,9.2
2009.0,0,55.7,34.0,3.0,7.97,115.07,13.5,78.0,21.7,4.0,85.5,5.32,64.5,7.3,1653.29,99111.0,9.2,9.2,0.59,9.1
2008.0,0,55.4,338.0,3.0,8.34,1705.68,13.5,436.0,21.3,4.0,82.5,2.31,63.0,6.3,22742.38,868418.0,9.3,9.3,0.59,9.1
2007.0,0,55.0,339.0,3.0,6.86,1024.52,13.5,5.0,2.9,4.0,81.0,2.25,61.5,5.9,15761.84,829327.0,9.5,9.5,0.59,9.0
2006.0,0,54.8,337.0,3.0,7.28,827.6,13.5,0.0,2.5,4.0,78.0,2.13,6.0,5.3,12732.28,792217.0,9.7,9.6,0.57,9.0
2005.0,0,54.4,337.0,3.0,7.19,12.07,13.5,0.0,2.2,4.0,7.5,1.63,58.5,4.9,185.63,757317.0,9.8,9.8,0.56,8.7
2004.0,0,54.1,336.0,3.0,6.28,44.55,13.5,38.0,19.8,4.0,72.0,2.4,57.0,4.4,685.35,724817.0,1.0,1.0,0.55,8.5
2003.0,0,53.8,334.0,3.0,7.13,309.78,13.5,18.0,19.5,4.0,69.0,2.23,55.5,3.6,3577.18,694611.0,1.2,1.1,0.55,8.4
2002.0,0,53.5,334.0,3.0,6.01,234.79,13.5,24.0,19.1,4.0,66.0,2.5,54.0,2.9,2711.17,66647.0,1.4,1.3,0.54,8.2
2001.0,0,53.1,334.0,3.0,5.07,197.78,13.5,1339.0,18.7,4.0,64.5,1.78,52.5,2.3,2283.88,639762.0,1.6,1.4,0.53,8.0
2000.0,0,52.7,336.0,3.0,4.46,14.95,13.5,0.0,18.3,4.0,61.5,2.73,51.0,1.9,172.68,614323.0,1.7,1.6,0.42378377589728666,6.42619200466881
2015.0,0,64.7,255.0,5.0,0.61,0.0,142.5,198.0,18.6,7.0,142.5,3.47,142.5,0.4,259.4,2071919.33,8.4,8.2,0.42,5.0
2014.0,0,64.4,261.0,5.0,0.01,0.0,141.0,127.0,18.0,8.0,141.0,3.34,141.0,0.4,259.4,2071919.33,8.5,8.3,0.42,5.0
2013.0,0,64.0,266.0,6.0,0.01,0.0,141.0,45.0,17.5,8.0,141.0,3.1,141.0,0.5,259.4,2071919.33,8.6,8.4,0.41,5.0
2012.0,0,63.6,274.0,6.0,0.01,0.0,141.0,194.0,17.0,8.0,141.0,2.98,141.0,0.6,259.4,2071919.33,8.7,8.6,0.41,5.0
